id	NA18855_Unstrain	NA19160_Unstrain	NA18856_Unstrain
ENSG00000225972	0.201893479141851	-0.643345405392917	1.2815515655446
ENSG00000225630	-0.643345405392917	0.643345405392917	-0.201893479141851
ENSG00000237973	1.2815515655446	-1.2815515655446	0.201893479141851
ENSG00000248527	1.2815515655446	-0.643345405392917	-0.201893479141851
ENSG00000198744	-0.201893479141851	1.2815515655446	-1.2815515655446
ENSG00000228794	-0.201893479141851	-0.643345405392917	-1.2815515655446
ENSG00000223764	1.2815515655446	-0.643345405392917	0.201893479141851
ENSG00000187634	1.2815515655446	-0.643345405392917	0.201893479141851
ENSG00000188976	-0.201893479141851	-0.643345405392917	1.2815515655446
ENSG00000187961	0.201893479141851	-1.2815515655446	0.643345405392917
ENSG00000187608	1.2815515655446	-1.2815515655446	0.643345405392917
ENSG00000188157	0.643345405392917	-0.643345405392917	1.2815515655446
ENSG00000131591	0.643345405392917	-0.643345405392917	0.201893479141851
ENSG00000078808	1.2815515655446	0.201893479141851	-0.201893479141851
ENSG00000176022	1.2815515655446	-0.201893479141851	0.643345405392917
ENSG00000160087	0.201893479141851	-0.201893479141851	1.2815515655446
ENSG00000131584	0.201893479141851	-0.643345405392917	-0.201893479141851
ENSG00000169972	1.2815515655446	0.201893479141851	0.643345405392917
ENSG00000127054	-1.2815515655446	-0.201893479141851	1.2815515655446
ENSG00000224051	-0.643345405392917	0.201893479141851	0.643345405392917
ENSG00000107404	-1.2815515655446	-0.643345405392917	0.643345405392917
ENSG00000162576	-0.201893479141851	1.2815515655446	0.201893479141851
ENSG00000175756	0.643345405392917	-1.2815515655446	1.2815515655446
ENSG00000221978	0.643345405392917	-0.201893479141851	-1.2815515655446
ENSG00000224870	0.201893479141851	0.643345405392917	1.2815515655446
ENSG00000242485	1.2815515655446	-0.201893479141851	0.643345405392917
ENSG00000160072	1.2815515655446	-0.643345405392917	-0.201893479141851
ENSG00000197785	0.643345405392917	-0.643345405392917	1.2815515655446
ENSG00000160075	-1.2815515655446	-0.201893479141851	0.643345405392917
ENSG00000228594	0.201893479141851	1.2815515655446	-1.2815515655446
ENSG00000197530	0.643345405392917	-0.201893479141851	0.201893479141851
